tweet_id, num_words, text_length, contains_questmark, num_questmark, contains_exclammark, num_exclammark, contains_happyemo, contains_sademo, contains_firstorderpron, contains_secondorderpron, contains_thirdorderpron, num_uppercasechars, num_possentiwords, num_negsentiwords, num_mentions, num_hashtags, num_URLs, num_retweets
263046056240115712,22,134,true,1,false,0,false,false,false,false,true,3,0,0,0,1,1,0
262995061304852481,18,133,false,0,true,2,false,false,false,false,true,14,0,0,1,0,0,0
262979898002534400,17,116,false,0,false,0,false,false,false,false,false,5,0,0,0,2,1,0
262996108400271360,4,46,false,0,false,0,false,false,false,false,false,1,0,2,0,2,1,0
263018881839411200,10,90,false,0,false,0,false,false,false,false,false,1,1,0,0,4,1,0
263364439582060545,6,63,false,0,false,0,false,false,false,false,false,0,0,0,0,5,1,0
262927032705490944,11,91,false,0,false,0,false,false,false,false,false,1,0,0,0,4,1,0
263321078884077568,16,106,false,0,false,0,false,false,false,false,false,3,0,1,0,2,1,0
263111677485142017,5,69,false,0,false,0,false,false,null,null,null,0,null,null,0,5,1,0
262977091983785985,2,36,false,0,false,0,false,false,null,null,null,0,null,null,0,2,1,0
262989009930833920,9,86,false,0,false,0,false,false,false,false,false,0,0,0,0,3,1,0
263129115207536640,3,45,false,0,false,0,false,false,null,null,null,0,null,null,0,3,1,0
263091320871063552,5,66,false,0,false,0,false,false,null,null,null,0,null,null,0,5,1,0
262990978611286016,7,66,false,0,false,0,false,false,false,false,false,1,2,0,0,5,1,0
263070862977167360,5,62,true,1,false,0,false,false,false,false,false,2,1,0,0,2,1,0
263270378221228033,18,137,false,0,false,0,false,false,false,true,false,2,1,0,0,3,1,0
263229641999925249,18,129,false,0,true,2,false,false,false,false,false,2,1,0,0,7,1,0
263184498072645632,22,129,false,0,false,0,false,false,true,false,false,1,0,0,0,10,1,0
263001267926880258,11,89,false,0,false,0,false,false,false,false,false,3,1,0,0,5,1,0
263363592508829697,4,47,false,0,false,0,false,false,false,false,false,2,0,0,0,2,1,0
263058558160076801,11,116,false,0,true,1,false,false,false,false,false,1,1,0,0,6,1,0
263286294522777601,12,88,false,0,false,0,false,false,true,false,false,2,1,1,0,3,1,0
263010650517807104,14,126,false,0,true,3,false,false,true,false,false,3,0,1,0,3,1,0
262976546527145984,12,114,false,0,true,1,false,false,true,false,false,2,0,1,0,3,1,0
262971979282395136,6,69,false,0,false,0,false,false,false,false,false,1,0,0,1,4,1,0
263259176497737728,14,129,false,0,false,0,false,false,false,false,false,3,0,2,0,8,1,0
263404091718389760,15,129,false,0,true,1,false,false,false,false,false,1,5,0,0,11,1,0
263283812530782208,5,57,false,0,false,0,false,false,false,false,false,0,0,0,1,3,1,1
263263438988533760,9,122,false,0,false,0,false,false,false,false,false,1,0,2,0,8,1,0
263047501433688064,4,53,false,0,false,0,false,false,null,null,null,1,null,null,1,1,1,1
263033265336754176,4,48,false,0,false,0,false,false,null,null,null,0,null,null,0,4,1,0
263110586022379520,10,78,false,0,false,0,false,false,false,false,false,3,0,0,0,2,1,0
263110236175466497,15,126,false,0,false,0,false,false,false,false,false,3,1,1,0,7,1,0
263235193593290752,10,83,false,0,false,0,false,false,false,false,false,1,1,1,0,4,1,0
263049636216983552,15,127,false,0,false,0,false,false,false,false,false,1,2,0,0,7,1,0
263422787513901056,7,66,false,0,false,0,false,false,null,null,null,1,null,null,0,4,1,0
263060279586336768,1,31,false,0,false,0,false,false,null,null,null,0,null,null,0,1,1,0
263183410581893121,5,71,false,0,false,0,false,false,false,false,false,1,0,0,1,4,1,0
262974263923994625,8,65,false,0,false,0,false,false,false,false,false,0,1,0,0,2,1,0
262983606132162560,5,52,false,0,false,0,false,false,false,false,false,1,0,1,0,2,1,0
262994195504041985,8,75,false,0,true,1,false,false,false,false,false,0,2,0,1,2,1,0
263066368713318400,5,56,false,0,false,0,false,false,false,false,false,10,0,0,0,3,1,0
262976505917882368,6,76,false,0,false,0,false,false,null,null,null,0,null,null,0,6,1,0
263053746639097856,17,129,false,0,false,0,false,false,false,false,false,3,0,2,0,6,1,0
263079860778459136,12,83,false,0,false,0,false,false,false,false,false,0,0,0,0,6,1,0
263018516083523584,4,51,false,0,false,0,false,false,null,null,null,0,null,null,0,4,1,0
263043396162187264,15,107,false,0,false,0,false,false,false,false,false,1,1,0,0,4,1,0
263257996799406080,13,129,false,0,false,0,false,false,null,null,null,0,null,null,0,12,1,0
263163316266991618,8,85,false,0,false,0,false,false,null,null,null,0,null,null,0,7,1,0
263092194703982593,5,62,false,0,false,0,false,false,null,null,null,0,null,null,0,5,1,0
263677446304448512,18,130,false,0,false,0,false,false,false,false,true,1,0,1,0,3,1,0
263007199297687552,19,128,false,0,false,0,false,false,true,false,false,4,1,0,0,3,1,0
263018552246824960,11,98,false,0,false,0,false,false,false,false,false,1,0,1,0,4,1,0
263107402868592640,7,84,false,0,false,0,false,false,null,null,null,0,null,null,0,6,1,0
263011091649540096,3,41,false,0,false,0,false,false,null,null,null,0,null,null,0,3,1,0
263833876751843328,7,62,false,0,false,0,false,false,false,false,false,4,0,0,0,2,1,0
262995038244581377,6,75,false,0,false,0,false,false,null,null,null,0,null,null,0,6,1,0
262980877729005569,3,47,false,0,false,0,false,false,null,null,null,0,null,null,0,3,1,0
262977513603600384,18,129,false,0,true,2,false,false,false,false,false,1,1,0,0,6,1,0
263170243260723200,1,31,false,0,false,0,false,false,null,null,null,0,null,null,0,1,1,0
