tweet_id, num_words, text_length, contains_questmark, num_questmark, contains_exclammark, num_exclammark, contains_happyemo, contains_sademo, contains_firstorderpron, contains_secondorderpron, contains_thirdorderpron, num_uppercasechars, num_possentiwords, num_negsentiwords, num_mentions, num_hashtags, num_URLs, num_retweets
324557656482271232,10,73,false,0,false,0,false,false,null,null,null,1,null,null,0,0,1,0
324558591690424322,12,88,false,0,false,0,false,false,null,null,null,1,null,null,1,0,1,0
324568758234521600,10,73,false,0,false,0,false,false,null,null,null,1,null,null,0,0,1,0
324850550954930176,6,77,false,0,false,0,false,false,false,false,false,1,0,0,0,2,1,0
324533353623724032,6,66,true,1,false,0,false,false,false,false,false,2,0,1,0,1,1,0
324581847541628928,5,54,true,1,false,0,false,false,false,false,false,1,0,1,0,0,1,0
325149579282640896,5,59,true,1,false,0,false,false,false,false,false,1,1,1,0,0,1,0
325077806201593857,8,77,false,0,false,0,false,false,false,false,false,4,0,1,1,0,1,0
325152550556925952,17,130,false,0,false,0,false,false,false,false,false,7,0,2,1,0,1,0
324561185485758464,13,133,false,0,false,0,false,false,false,false,false,6,0,1,1,0,2,0
324623991107112960,13,124,false,0,false,0,false,false,false,false,false,2,1,1,1,0,1,0
324612897936375809,7,72,false,0,false,0,false,false,false,false,false,0,2,1,1,0,1,0
325004295181316096,10,121,true,1,false,0,false,false,false,false,false,10,0,2,1,0,2,0
324585690157428736,4,101,false,0,false,0,false,false,false,false,false,2,0,1,0,0,3,0
324551861426348033,3,46,true,1,false,0,false,false,false,false,false,3,0,1,0,0,1,0
324593912528400384,15,121,false,0,false,0,false,false,true,false,false,2,1,1,0,1,1,0
324627453190475776,9,102,true,1,false,0,false,false,false,false,false,1,0,1,1,2,1,0
324627017486188544,12,108,false,0,false,0,false,false,false,false,false,2,0,1,0,0,1,0
325157291395543040,11,75,false,0,false,0,false,false,false,false,false,6,0,2,1,0,1,0
325177553713238016,11,86,true,1,false,0,false,false,null,null,null,2,null,null,1,0,1,0
325157607427948544,13,102,false,0,false,0,false,false,false,false,false,7,1,1,0,0,1,0
324574648492752896,17,133,false,0,false,0,false,false,false,false,false,15,1,1,0,0,1,0
324519561577762818,9,101,false,0,false,0,false,false,false,false,false,2,0,1,0,2,1,0
324599027293372417,7,92,true,1,false,0,false,false,false,false,false,16,0,1,1,4,1,0
324596948969603073,4,50,false,0,false,0,false,false,false,false,false,2,0,1,0,0,1,0
325042121499365376,9,89,false,0,false,0,false,false,false,false,false,2,1,1,1,0,1,0
324554636923125761,6,60,false,0,false,0,false,false,false,false,false,3,0,1,0,0,1,0
324638323316506624,10,94,false,0,false,0,false,false,false,false,false,6,0,1,0,3,1,0
325146251190472704,23,119,false,0,false,0,false,false,true,false,true,7,1,1,0,0,1,0
325159845764415488,16,141,false,0,false,0,false,false,false,false,false,8,0,1,1,0,1,0
325150935364022272,17,140,false,0,false,0,false,false,false,false,false,8,1,1,1,0,1,0
325164356943900672,20,140,true,1,false,0,false,false,false,true,false,1,0,1,1,0,1,0
324573369095831552,13,148,true,1,false,0,false,false,false,false,false,1,0,0,1,0,3,0
324508845353349120,17,130,false,0,true,4,false,false,false,false,false,2,1,0,2,0,1,0
324505971017785344,8,74,false,0,true,4,false,false,false,false,false,1,0,0,1,0,1,0
324475416893091840,6,56,false,0,false,0,false,false,false,false,false,0,0,0,0,0,1,0
324573102723981314,8,118,false,0,false,0,false,false,false,false,false,3,0,0,0,0,3,0
324552680838156290,6,67,true,3,false,0,false,false,false,false,false,2,0,0,0,0,1,0
324536663495811072,6,54,false,0,false,0,false,false,false,false,false,0,0,0,1,0,1,0
324513161904537601,9,81,false,0,false,0,false,false,false,false,false,1,0,0,1,0,1,0
324501940329394178,6,54,false,0,false,0,false,false,false,false,false,0,0,0,0,0,1,0
324531787931996160,19,137,true,1,false,0,false,false,false,true,false,10,0,0,0,0,2,0
324584196586737664,9,76,false,0,false,0,false,false,false,false,false,0,0,0,0,2,1,0
324625688244142080,14,110,false,0,false,0,false,false,false,false,false,2,1,1,0,0,1,0
324578733061193728,9,101,false,0,false,0,false,false,false,false,false,1,1,1,0,0,2,0
324521785569710080,9,89,false,0,false,0,false,false,false,false,false,1,0,1,0,1,1,0
324595989090562048,14,112,false,0,false,0,false,false,false,false,false,10,1,2,1,0,1,0
324581928542031872,6,82,false,0,false,0,false,false,false,false,false,8,0,1,0,0,2,0
324588779635605506,19,140,false,0,false,0,false,false,false,false,true,5,0,1,0,0,1,0
324523400280305664,11,87,true,1,false,0,false,false,false,true,false,4,0,0,1,0,1,0
324577256888496129,10,105,false,0,true,1,false,false,false,false,false,4,1,1,0,0,2,0
324610085882044416,20,139,false,0,false,0,false,false,false,false,false,4,0,1,0,0,1,0
324617563243958272,16,131,false,0,false,0,false,false,false,false,false,3,1,1,0,0,1,0
324609009799794689,16,125,false,0,false,0,false,false,false,false,false,10,1,3,2,0,1,0
324876776000077824,15,140,false,0,false,0,false,false,false,false,false,13,0,0,0,0,2,0
324924246843346945,14,140,false,0,false,0,false,false,false,false,false,13,0,0,0,0,2,0
324895544176693250,14,132,false,0,false,0,false,false,false,false,false,12,0,0,0,0,2,0
324622319114932224,12,117,false,0,true,2,false,false,false,false,false,8,2,2,1,4,1,0
324627749266419712,12,117,false,0,true,2,false,false,false,false,false,8,2,2,2,4,1,0
324612286327177216,8,78,false,0,true,2,false,false,false,false,false,8,2,2,0,2,1,0
324628936522866688,12,102,false,0,true,2,false,false,false,false,false,9,2,2,2,2,1,0
325217425295568896,12,124,true,1,false,0,false,false,false,false,false,2,0,0,5,0,1,0
324579998524661760,17,117,true,1,false,0,false,false,false,false,true,4,1,1,0,0,1,0
325082497417359363,12,94,false,0,false,0,false,false,false,false,false,3,2,1,0,0,1,0
324694897301016577,8,64,false,0,false,0,false,false,false,false,false,1,1,0,1,1,1,0
325695542875258881,16,128,false,0,true,1,false,false,false,false,false,1,1,0,1,4,1,0
324585727109234688,4,48,false,0,false,0,false,false,false,false,false,1,0,0,0,1,1,5
325392508685266945,15,129,false,0,false,0,false,false,false,false,true,1,0,0,1,0,1,0
324532372479541249,9,74,true,1,false,0,false,false,false,false,false,1,0,1,0,2,1,0
325034100215910400,14,117,false,0,false,0,false,false,false,false,false,2,0,0,2,0,1,0
325062042342027264,15,140,false,0,false,0,false,false,false,false,false,5,1,0,0,0,2,0
324547942100914176,8,72,false,0,false,0,false,false,false,false,false,1,0,0,1,1,1,0
325206482457083904,8,71,false,0,false,0,false,false,false,false,false,1,0,0,0,2,1,0
325353056017473536,20,139,false,0,false,0,false,false,false,false,false,26,1,2,1,0,1,0
325153259847303168,9,80,false,0,false,0,false,false,false,false,false,5,0,1,0,1,1,0
324849780708745216,7,65,false,0,false,0,false,false,true,false,false,2,1,0,0,2,1,0
325308244912402432,10,89,false,0,false,0,false,false,false,false,false,5,0,1,0,2,1,0
324798038105272320,13,84,true,1,false,0,false,false,false,false,false,2,0,1,0,2,1,0
324521381385625601,9,101,false,0,false,0,false,false,false,false,false,1,0,0,0,0,2,0
325121564309856257,11,85,false,0,false,0,false,false,false,false,false,4,1,1,1,0,1,0
325423566889816066,21,140,false,0,false,0,false,false,null,null,null,0,null,null,1,0,1,0
325201250603905024,17,118,false,0,false,0,false,false,false,false,false,0,0,1,0,0,1,0
324173097307615234,10,96,false,0,false,0,false,false,true,true,false,2,0,1,0,3,1,0
325073678465368065,17,121,true,1,false,0,false,false,false,false,true,4,0,1,1,0,1,0
324843084997341184,19,127,false,0,false,0,false,false,false,true,false,4,0,1,1,2,1,0
324771811508240385,13,113,false,0,false,0,false,false,false,false,false,1,1,1,0,3,1,0
324582851939012608,4,43,false,0,false,0,false,false,null,null,null,0,null,null,0,3,1,0
324584780928806912,17,114,false,0,false,0,false,false,false,false,false,10,0,0,0,0,1,0
324504112001597443,9,73,false,0,false,0,false,false,false,false,false,1,1,1,0,0,1,0
325173128491851776,15,114,false,0,false,0,false,false,false,false,true,4,1,0,1,0,1,0
325145935007068161,7,61,false,0,false,0,false,false,false,false,false,3,0,0,0,0,1,0
324559423441879042,13,139,false,0,false,0,false,false,false,false,false,1,1,0,1,3,2,0
324325848352161792,6,56,false,0,false,0,false,false,false,false,false,1,0,1,0,0,1,0
324789744192065536,5,52,false,0,false,0,false,false,false,false,false,1,0,0,0,0,1,0
324572177020116992,19,139,false,0,false,0,false,false,false,false,false,4,0,0,0,1,1,0
324590475413696512,18,140,false,0,false,0,false,false,true,false,false,5,0,0,1,0,1,0
324590308845301760,4,42,false,0,false,0,false,false,null,null,null,0,null,null,0,2,1,0
324629642151591936,3,37,false,0,false,0,false,false,null,null,null,0,null,null,0,2,1,0
325154445354758144,13,108,false,0,false,0,false,false,false,false,false,6,0,2,1,1,1,0
324517112234270720,16,114,false,0,false,0,false,false,null,null,null,5,null,null,0,0,2,0
324999947592294400,15,117,false,0,false,0,false,false,true,false,false,4,0,1,0,2,1,0
325236486381383680,16,120,false,0,false,0,false,false,false,false,false,0,1,0,0,2,1,0
324590719153094659,15,105,false,0,false,0,false,false,false,false,false,3,0,0,0,0,1,0
324582306511728640,7,79,true,1,false,0,false,false,false,false,false,0,0,0,0,1,1,0
324526695531040769,5,44,false,0,false,0,false,false,false,false,false,0,0,0,0,0,1,0
324578933427302401,15,130,false,0,false,0,false,false,true,false,false,2,2,0,0,2,2,0
325030184199811072,4,62,false,0,false,0,false,false,null,null,null,3,null,null,0,0,2,0
325307612050640897,12,78,false,0,false,0,false,false,null,null,null,0,null,null,0,0,1,0
324569471253630976,9,86,false,0,false,0,false,false,null,null,null,3,null,null,2,0,1,0
325135810326327296,9,61,false,0,false,0,false,false,false,false,false,1,0,0,0,0,1,0
324527935413436416,13,124,true,1,false,0,false,false,false,true,false,2,0,0,3,0,1,0
325264870591299585,18,140,false,0,false,0,false,false,false,false,false,1,0,0,1,0,1,0
